task,_C,_L,_N,trial,sequence,choices,response,binaryResponse,responseCorrect,truthful,domain,response_type,reaction_time,id,accimp,age,gender,conservatism,ct,Exciting_Democrats_Combined,Exciting_Republicans_Combined,Familiarity_Democrats_Combined,Familiarity_Republicans_Combined,Importance_Democrats_Combined,Importance_Republicans_Combined,Likelihood_Democrats_Combined,Likelihood_Republicans_Combined,Partisanship_All_Combined,Partisanship_All_Partisan,Partisanship_Democrats_Combined,Partisanship_Republicans_Combined,Sharing_Democrats_Combined,Sharing_Republicans_Combined,Worrying_Democrats_Combined,Worrying_Republicans_Combined,crt,panasPos,panasNeg,education
Fake13,0,1,0,641,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.952,233,5,28,2,1,3,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,0.666666666666667,13,26,3
Fake14,0,1,0,642,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.266,233,5,28,2,1,3,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,0.666666666666667,13,26,3
Fake15,0,1,0,643,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.124,233,5,28,2,1,3,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,0.666666666666667,13,26,3
Fake16,0,1,0,644,15,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.107,233,5,28,2,1,3,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,0.666666666666667,13,26,3
Fake17,0,1,0,645,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.091,233,5,28,2,1,3,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,0.666666666666667,13,26,3
Fake18,0,1,0,646,17,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.279,233,5,28,2,1,3,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,0.666666666666667,13,26,3
Real1,0,0,1,647,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.692,233,5,28,2,1,3,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,0.666666666666667,13,26,3
Real2,0,0,1,648,19,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.582,233,5,28,2,1,3,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,0.666666666666667,13,26,3
Real3,0,0,1,649,20,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.651,233,5,28,2,1,3,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,0.666666666666667,13,26,3
Real4,0,0,1,650,21,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.503,233,5,28,2,1,3,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,0.666666666666667,13,26,3
Real5,1,0,0,651,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.432,233,5,28,2,1,3,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,0.666666666666667,13,26,3
Real6,0,0,1,652,23,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.487,233,5,28,2,1,3,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,0.666666666666667,13,26,3
Real7,0,0,1,653,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.199,233,5,28,2,1,3,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,0.666666666666667,13,26,3
Real8,1,0,0,654,25,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.313,233,5,28,2,1,3,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,0.666666666666667,13,26,3
Real9,0,0,1,655,26,Accept|Reject,Reject,0,0,1,misinformation,single-choice,8.835,233,5,28,2,1,3,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,0.666666666666667,13,26,3
Real10,0,0,1,656,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.998,233,5,28,2,1,3,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,0.666666666666667,13,26,3
Real11,0,0,1,657,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.442,233,5,28,2,1,3,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,0.666666666666667,13,26,3
Real12,0,1,0,658,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.023,233,5,28,2,1,3,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,0.666666666666667,13,26,3
Real13,0,1,0,659,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.924,233,5,28,2,1,3,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,0.666666666666667,13,26,3
Real14,0,0,1,660,31,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.589,233,5,28,2,1,3,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,0.666666666666667,13,26,3
Real15,0,0,1,661,32,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.646,233,5,28,2,1,3,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,0.666666666666667,13,26,3
Real16,0,0,1,662,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.154,233,5,28,2,1,3,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,0.666666666666667,13,26,3
Real17,0,1,0,663,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.912,233,5,28,2,1,3,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,0.666666666666667,13,26,3
Real18,0,1,0,664,35,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.898,233,5,28,2,1,3,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,0.666666666666667,13,26,3
Fake1,1,0,0,665,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.916,240,5,47,2,1,1,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,0.333333333333333,35,15,3
Fake2,1,0,0,666,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.063,240,5,47,2,1,1,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,0.333333333333333,35,15,3
Fake3,1,0,0,667,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.294,240,5,47,2,1,1,2.91,3,2.19,2.35,4.21,4.03,1.9,2.2,3.83,0.83,3.91,3.75,2.55,2.9,3.68,3.82,0.333333333333333,35,15,3
Fake4,1,0,0,668,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.449,240,5,47,2,1,1,2.1,2.98,2.13,2.41,2.84,3.43,2,2.93,4.05,1.05,4.04,4.06,1.81,2.85,2.28,2.07,0.333333333333333,35,15,3
Fake5,1,0,0,669,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.593,240,5,47,2,1,1,2.23,2.83,2.47,2.57,3.37,3.71,1.9,2.75,3.93,0.93,3.97,3.9,2.11,2.96,2.2,2.61,0.333333333333333,35,15,3
Fake6,0,0,1,670,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.928,240,5,47,2,1,1,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,0.333333333333333,35,15,3
Fake7,1,0,0,671,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.131,240,5,47,2,1,1,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,0.333333333333333,35,15,3
Fake8,1,0,0,672,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.56,240,5,47,2,1,1,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,0.333333333333333,35,15,3
Fake10,0,1,0,673,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,32.748,240,5,47,2,1,1,2.92,2.6,2.18,2.32,3.75,3.27,2.7,2.62,2.16,0.84,2.1,2.22,2.34,2.18,2.71,2.5,0.333333333333333,35,15,3
Fake11,0,1,0,674,10,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.319,240,5,47,2,1,1,2.81,2.38,2.23,2.29,3.32,2.73,2.43,2.09,1.95,1.05,1.88,2.02,2.49,2.2,2.47,2.08,0.333333333333333,35,15,3
Fake12,0,1,0,675,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.873,240,5,47,2,1,1,3.6,2.76,2.25,2.37,4.31,3.9,1.94,2.56,1.98,1.02,1.75,2.21,3.49,2.92,1.68,2.64,0.333333333333333,35,15,3
Fake13,0,1,0,676,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.265,240,5,47,2,1,1,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,0.333333333333333,35,15,3
Fake14,0,1,0,677,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.825,240,5,47,2,1,1,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,0.333333333333333,35,15,3
Fake15,0,1,0,678,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.904,240,5,47,2,1,1,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,0.333333333333333,35,15,3
Fake16,0,1,0,679,15,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.432,240,5,47,2,1,1,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,0.333333333333333,35,15,3
Fake17,0,1,0,680,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.333,240,5,47,2,1,1,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,0.333333333333333,35,15,3
Fake18,0,1,0,681,17,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.627,240,5,47,2,1,1,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,0.333333333333333,35,15,3
Real1,0,0,1,682,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.77,240,5,47,2,1,1,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,0.333333333333333,35,15,3
Real2,0,0,1,683,19,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.731,240,5,47,2,1,1,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,0.333333333333333,35,15,3
Real3,0,0,1,684,20,Accept|Reject,Reject,0,0,1,misinformation,single-choice,1.868,240,5,47,2,1,1,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,0.333333333333333,35,15,3
Real4,0,0,1,685,21,Accept|Reject,Reject,0,0,1,misinformation,single-choice,1.391,240,5,47,2,1,1,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,0.333333333333333,35,15,3
Real5,1,0,0,686,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.595,240,5,47,2,1,1,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,0.333333333333333,35,15,3
Real6,0,0,1,687,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.095,240,5,47,2,1,1,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,0.333333333333333,35,15,3
Real7,0,0,1,688,24,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.474,240,5,47,2,1,1,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,0.333333333333333,35,15,3
Real8,1,0,0,689,25,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.501,240,5,47,2,1,1,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,0.333333333333333,35,15,3
Real9,0,0,1,690,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.827,240,5,47,2,1,1,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,0.333333333333333,35,15,3
Real10,0,0,1,691,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.022,240,5,47,2,1,1,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,0.333333333333333,35,15,3
Real11,0,0,1,692,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.294,240,5,47,2,1,1,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,0.333333333333333,35,15,3
Real12,0,1,0,693,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.301,240,5,47,2,1,1,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,0.333333333333333,35,15,3
Real13,0,1,0,694,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,7.966,240,5,47,2,1,1,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,0.333333333333333,35,15,3
Real14,0,0,1,695,31,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.321,240,5,47,2,1,1,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,0.333333333333333,35,15,3
Real15,0,0,1,696,32,Accept|Reject,Reject,0,0,1,misinformation,single-choice,3.069,240,5,47,2,1,1,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,0.333333333333333,35,15,3
Real16,0,0,1,697,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.772,240,5,47,2,1,1,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,0.333333333333333,35,15,3
Real17,0,1,0,698,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,1.551,240,5,47,2,1,1,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,0.333333333333333,35,15,3
Real18,0,1,0,699,35,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.374,240,5,47,2,1,1,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,0.333333333333333,35,15,3
Fake1,1,0,0,700,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.54,241,2,61,1,1,1,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,0,27,18,2
Fake2,1,0,0,701,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.565,241,2,61,1,1,1,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,0,27,18,2
Fake3,1,0,0,702,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.328,241,2,61,1,1,1,2.91,3,2.19,2.35,4.21,4.03,1.9,2.2,3.83,0.83,3.91,3.75,2.55,2.9,3.68,3.82,0,27,18,2
Fake4,1,0,0,703,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.354,241,2,61,1,1,1,2.1,2.98,2.13,2.41,2.84,3.43,2,2.93,4.05,1.05,4.04,4.06,1.81,2.85,2.28,2.07,0,27,18,2
Fake5,1,0,0,704,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.851,241,2,61,1,1,1,2.23,2.83,2.47,2.57,3.37,3.71,1.9,2.75,3.93,0.93,3.97,3.9,2.11,2.96,2.2,2.61,0,27,18,2
Fake6,0,0,1,705,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.137,241,2,61,1,1,1,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,0,27,18,2
Fake7,1,0,0,706,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.079,241,2,61,1,1,1,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,0,27,18,2
Fake8,1,0,0,707,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.73,241,2,61,1,1,1,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,0,27,18,2
Fake10,0,1,0,708,9,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.95,241,2,61,1,1,1,2.92,2.6,2.18,2.32,3.75,3.27,2.7,2.62,2.16,0.84,2.1,2.22,2.34,2.18,2.71,2.5,0,27,18,2
Fake11,0,1,0,709,10,Accept|Reject,Accept,1,0,0,misinformation,single-choice,3.45,241,2,61,1,1,1,2.81,2.38,2.23,2.29,3.32,2.73,2.43,2.09,1.95,1.05,1.88,2.02,2.49,2.2,2.47,2.08,0,27,18,2
Fake12,0,1,0,710,11,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.276,241,2,61,1,1,1,3.6,2.76,2.25,2.37,4.31,3.9,1.94,2.56,1.98,1.02,1.75,2.21,3.49,2.92,1.68,2.64,0,27,18,2
Fake13,0,1,0,711,12,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.545,241,2,61,1,1,1,2.45,2.3,2.2,2.42,3.49,3.22,2.85,2.55,2.18,0.82,2.04,2.32,2.34,2.14,2.85,2.67,0,27,18,2
Fake14,0,1,0,712,13,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.944,241,2,61,1,1,1,1.9,1.7,2.18,2.25,2.11,1.86,2.07,1.51,2.19,0.81,2.15,2.23,2.12,1.89,2.19,1.8,0,27,18,2
Fake15,0,1,0,713,14,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.084,241,2,61,1,1,1,2.81,2.37,2.19,2.27,3.5,3.31,1.79,1.68,2.09,0.92,2.08,2.09,2.33,2.16,2.43,2.58,0,27,18,2
Fake16,0,1,0,714,15,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.569,241,2,61,1,1,1,2.48,2.26,2.2,2.37,4.27,3.66,2.16,1.81,2.06,0.95,2.15,1.97,2.99,2.38,3.68,3.15,0,27,18,2
Fake17,0,1,0,715,16,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.062,241,2,61,1,1,1,2.18,1.83,2.3,2.16,3.38,2.73,2.76,1.95,2.15,0.85,2.28,2.03,2.53,1.94,3.4,2.13,0,27,18,2
Fake18,0,1,0,716,17,Accept|Reject,Reject,0,1,0,misinformation,single-choice,4.605,241,2,61,1,1,1,2.88,2.55,2.31,2.45,3.79,3.37,3.26,2.95,2.03,0.97,1.83,2.24,2.62,2.79,2.79,2.61,0,27,18,2
Real1,0,0,1,717,18,Accept|Reject,Reject,0,0,1,misinformation,single-choice,4.798,241,2,61,1,1,1,2.59,2.72,2.7,2.91,3.79,4.13,4.83,5.57,3.63,0.63,3.46,3.8,2.66,3.14,2.94,3.59,0,27,18,2
Real2,0,0,1,718,19,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.992,241,2,61,1,1,1,2.43,2.56,2.44,2.48,3.76,3.83,5.08,5.49,3.44,0.44,3.31,3.57,2.62,2.78,3.03,2.61,0,27,18,2
Real3,0,0,1,719,20,Accept|Reject,Reject,0,0,1,misinformation,single-choice,4.127,241,2,61,1,1,1,2.36,2.81,2.58,2.73,2.97,3.54,5.13,5.66,3.68,0.68,3.52,3.85,2.04,3.19,2.44,2.54,0,27,18,2
Real4,0,0,1,720,21,Accept|Reject,Reject,0,0,1,misinformation,single-choice,5.023,241,2,61,1,1,1,2.34,1.92,2.28,2.27,3.41,3.19,4.29,4.73,3.66,0.66,3.54,3.78,2.29,2.32,2.46,2.32,0,27,18,2
Real5,1,0,0,721,22,Accept|Reject,Accept,1,1,1,misinformation,single-choice,5.406,241,2,61,1,1,1,2.02,2.94,2.54,2.67,2.86,3.56,5.08,5.7,4.24,1.24,4.04,4.44,2.06,3.06,2.74,1.66,0,27,18,2
Real6,0,0,1,722,23,Accept|Reject,Reject,0,0,1,misinformation,single-choice,6.637,241,2,61,1,1,1,1.79,2.19,2.35,2.42,2.61,3.13,4.36,4.41,3.8,0.8,3.8,3.81,1.92,2.4,2.01,1.77,0,27,18,2
Real7,0,0,1,723,24,Accept|Reject,Reject,0,0,1,misinformation,single-choice,8.014,241,2,61,1,1,1,2.3,2.07,2.41,2.37,3.17,2.99,4.96,4.88,3.48,0.48,3.44,3.53,2.27,2.19,2.26,2.09,0,27,18,2
Real8,1,0,0,724,25,Accept|Reject,Reject,0,0,1,misinformation,single-choice,3.77,241,2,61,1,1,1,2.44,3.07,2.39,2.69,3.37,3.89,3.58,5.23,4.04,1.04,3.82,4.25,2.14,3.29,1.64,1.7,0,27,18,2
Real9,0,0,1,725,26,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.125,241,2,61,1,1,1,2.76,3.48,2.88,2.86,4.09,4.29,4.05,5.51,3.76,0.76,3.61,3.91,2.57,3.29,2.2,1.69,0,27,18,2
Real10,0,0,1,726,27,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.353,241,2,61,1,1,1,2.49,2.16,2.49,2.32,3.39,3.12,5.11,4.73,2.52,0.49,2.47,2.57,2.75,2.28,2.86,2.18,0,27,18,2
Real11,0,0,1,727,28,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.926,241,2,61,1,1,1,2.11,1.83,2.56,2.36,2.72,2.35,5.32,4.45,2.23,0.78,2.16,2.29,2.48,2.16,1.95,1.63,0,27,18,2
Real12,0,1,0,728,29,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.989,241,2,61,1,1,1,2.42,2.22,2.73,2.58,3.92,3.47,5.36,4.22,2.14,0.86,2.18,2.11,2.93,2.1,3.09,2.57,0,27,18,2
Real13,0,1,0,729,30,Accept|Reject,Accept,1,1,1,misinformation,single-choice,4.085,241,2,61,1,1,1,2.45,1.99,2.57,2.16,3.47,2.79,5.05,3.55,2,1,1.93,2.08,2.71,1.92,2.91,1.96,0,27,18,2
Real14,0,0,1,730,31,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.852,241,2,61,1,1,1,2.72,2.27,2.99,2.9,4.17,3.71,5.84,5.16,2.32,0.69,2.24,2.39,2.75,2.26,3.6,2.61,0,27,18,2
Real15,0,0,1,731,32,Accept|Reject,Reject,0,0,1,misinformation,single-choice,2.468,241,2,61,1,1,1,2.24,1.96,2.38,2.31,3.1,2.72,4.6,4.19,2.38,0.62,2.35,2.42,2.63,2.06,2.68,2.01,0,27,18,2
Real16,0,0,1,732,33,Accept|Reject,Accept,1,1,1,misinformation,single-choice,3.057,241,2,61,1,1,1,2.35,1.99,2.68,2.34,3.47,2.84,5.66,3.86,2.57,0.44,2.7,2.43,2.28,1.93,2.66,1.99,0,27,18,2
Real17,0,1,0,733,34,Accept|Reject,Accept,1,1,1,misinformation,single-choice,2.411,241,2,61,1,1,1,2.93,2.35,2.68,2.34,3.89,3.59,5.48,4.49,1.99,1.01,2.06,1.92,3.24,2.29,3.77,3.23,0,27,18,2
Real18,0,1,0,734,35,Accept|Reject,Accept,1,1,1,misinformation,single-choice,7.128,241,2,61,1,1,1,2.79,1.87,2.53,2.41,3.37,2.45,4.9,3.98,2.15,0.85,2.03,2.28,2.67,1.93,2.58,1.72,0,27,18,2
Fake1,1,0,0,735,0,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.382,245,5,37,1,2,1,2.9,2.93,2.19,2.29,3.97,3.83,2,2.76,3.86,0.86,3.96,3.75,2.41,2.97,3.42,3.65,1,37,16,5
Fake2,1,0,0,736,1,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.832,245,5,37,1,2,1,2.35,2.48,2.28,2.27,2.64,2.92,1.99,2.25,4.03,1.03,3.9,4.16,1.96,2.52,2.53,2.26,1,37,16,5
Fake3,1,0,0,737,2,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.499,245,5,37,1,2,1,2.91,3,2.19,2.35,4.21,4.03,1.9,2.2,3.83,0.83,3.91,3.75,2.55,2.9,3.68,3.82,1,37,16,5
Fake4,1,0,0,738,3,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.852,245,5,37,1,2,1,2.1,2.98,2.13,2.41,2.84,3.43,2,2.93,4.05,1.05,4.04,4.06,1.81,2.85,2.28,2.07,1,37,16,5
Fake5,1,0,0,739,4,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.132,245,5,37,1,2,1,2.23,2.83,2.47,2.57,3.37,3.71,1.9,2.75,3.93,0.93,3.97,3.9,2.11,2.96,2.2,2.61,1,37,16,5
Fake6,0,0,1,740,5,Accept|Reject,Reject,0,1,0,misinformation,single-choice,2.541,245,5,37,1,2,1,2.54,2.45,2.27,2.31,4.11,4.23,1.57,1.88,3.76,0.76,3.69,3.84,2.31,2.8,3.91,4.01,1,37,16,5
Fake7,1,0,0,741,6,Accept|Reject,Reject,0,1,0,misinformation,single-choice,1.555,245,5,37,1,2,1,2.61,2.68,2.16,2.31,3.71,3.76,1.92,2.48,3.96,0.96,3.98,3.94,2.17,2.57,2.91,2.9,1,37,16,5
Fake8,1,0,0,742,7,Accept|Reject,Reject,0,1,0,misinformation,single-choice,3.576,245,5,37,1,2,1,2.53,2.71,2.21,2.25,3.49,3.29,2.14,2.35,3.95,0.95,3.9,4,2.18,2.97,3.12,2.69,1,37,16,5
